Model,Pipeline,Train_score,Test_score,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,DataTime
"Lasso(alpha=2.0, max_iter=9400, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9400, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9400,cyclic,CYCLE1,,,,,,,16:55.2
"Lasso(alpha=2.0, max_iter=9400, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9400, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9400,random,CYCLE1,,,,,,,16:55.2
"Lasso(alpha=2.0, max_iter=9450, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9450, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9450,cyclic,CYCLE1,,,,,,,16:55.3
"Lasso(alpha=2.0, max_iter=9450, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9450, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9450,random,CYCLE1,,,,,,,16:55.4
"Lasso(alpha=2.0, max_iter=9500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9500, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9500,cyclic,CYCLE1,,,,,,,16:55.5
"Lasso(alpha=2.0, max_iter=9500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9500, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9500,random,CYCLE1,,,,,,,16:55.5
"Lasso(alpha=2.0, max_iter=9550, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9550, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9550,cyclic,CYCLE1,,,,,,,16:55.6
"Lasso(alpha=2.0, max_iter=9550, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9550, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9550,random,CYCLE1,,,,,,,16:55.6
"Lasso(alpha=2.0, max_iter=9600, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9600, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9600,cyclic,CYCLE1,,,,,,,16:55.7
"Lasso(alpha=2.0, max_iter=9600, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9600, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9600,random,CYCLE1,,,,,,,16:55.8
"Lasso(alpha=2.0, max_iter=9650, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9650, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9650,cyclic,CYCLE1,,,,,,,16:55.8
"Lasso(alpha=2.0, max_iter=9650, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9650, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9650,random,CYCLE1,,,,,,,16:55.9
"Lasso(alpha=2.0, max_iter=9700, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9700, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9700,cyclic,CYCLE1,,,,,,,16:56.0
"Lasso(alpha=2.0, max_iter=9700, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9700, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9700,random,CYCLE1,,,,,,,16:56.0
"Lasso(alpha=2.0, max_iter=9750, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9750, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9750,cyclic,CYCLE1,,,,,,,16:56.1
"Lasso(alpha=2.0, max_iter=9750, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9750, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9750,random,CYCLE1,,,,,,,16:56.1
"Lasso(alpha=2.0, max_iter=9800, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9800, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9800,cyclic,CYCLE1,,,,,,,16:56.2
"Lasso(alpha=2.0, max_iter=9800, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9800, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9800,random,CYCLE1,,,,,,,16:56.3
"Lasso(alpha=2.0, max_iter=9850, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9850, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9850,cyclic,CYCLE1,,,,,,,16:56.4
"Lasso(alpha=2.0, max_iter=9850, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9850, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9850,random,CYCLE1,,,,,,,16:56.4
"Lasso(alpha=2.0, max_iter=9900, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9900, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9900,cyclic,CYCLE1,,,,,,,16:56.5
"Lasso(alpha=2.0, max_iter=9900, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9900, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9900,random,CYCLE1,,,,,,,16:56.5
"Lasso(alpha=2.0, max_iter=9950, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9950, random_state=1,
                       warm_start=True))])",0.739400295,0.74844125,2,9950,cyclic,CYCLE1,,,,,,,16:56.6
"Lasso(alpha=2.0, max_iter=9950, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.0, max_iter=9950, random_state=1,
                       selection='random', warm_start=True))])",0.739383086,0.748281815,2,9950,random,CYCLE1,,,,,,,16:56.7
"Lasso(alpha=2.5, max_iter=50, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=50, random_state=1,
                       warm_start=True))])",0.697358629,0.706543131,2.5,50,cyclic,CYCLE1,,,,,,,16:56.7
"Lasso(alpha=2.5, max_iter=50, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=50, random_state=1,
                       selection='random', warm_start=True))])",0.697179472,0.706982256,2.5,50,random,CYCLE1,,,,,,,16:56.7
"Lasso(alpha=2.5, max_iter=100, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=100, random_state=1,
                       warm_start=True))])",0.697350063,0.706552792,2.5,100,cyclic,CYCLE1,,,,,,,16:56.7
"Lasso(alpha=2.5, max_iter=100, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=100, random_state=1,
                       selection='random', warm_start=True))])",0.696977443,0.706393429,2.5,100,random,CYCLE1,,,,,,,16:56.7
"Lasso(alpha=2.5, max_iter=150, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=150, random_state=1,
                       warm_start=True))])",0.697333558,0.706568941,2.5,150,cyclic,CYCLE1,,,,,,,16:56.8
"Lasso(alpha=2.5, max_iter=150, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=150, random_state=1,
                       selection='random', warm_start=True))])",0.696551132,0.70578816,2.5,150,random,CYCLE1,,,,,,,16:56.8
"Lasso(alpha=2.5, max_iter=200, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=200, random_state=1,
                       warm_start=True))])",0.697333044,0.70656941,2.5,200,cyclic,CYCLE1,,,,,,,16:56.8
"Lasso(alpha=2.5, max_iter=200, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=200, random_state=1,
                       selection='random', warm_start=True))])",0.696920583,0.706380916,2.5,200,random,CYCLE1,,,,,,,16:56.8
"Lasso(alpha=2.5, max_iter=250, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=250, random_state=1,
                       warm_start=True))])",0.697380102,0.706625034,2.5,250,cyclic,CYCLE1,,,,,,,16:56.8
"Lasso(alpha=2.5, max_iter=250, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=250, random_state=1,
                       selection='random', warm_start=True))])",0.697034756,0.706624285,2.5,250,random,CYCLE1,,,,,,,16:56.9
"Lasso(alpha=2.5, max_iter=300, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=300, random_state=1,
                       warm_start=True))])",0.697380439,0.706626934,2.5,300,cyclic,CYCLE1,,,,,,,16:56.9
"Lasso(alpha=2.5, max_iter=300, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=300, random_state=1,
                       selection='random', warm_start=True))])",0.697345412,0.706968377,2.5,300,random,CYCLE1,,,,,,,16:56.9
"Lasso(alpha=2.5, max_iter=350, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=350, random_state=1,
                       warm_start=True))])",0.697403524,0.70681888,2.5,350,cyclic,CYCLE1,,,,,,,16:57.0
"Lasso(alpha=2.5, max_iter=350, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=350, random_state=1,
                       selection='random', warm_start=True))])",0.697054137,0.706675093,2.5,350,random,CYCLE1,,,,,,,16:57.0
"Lasso(alpha=2.5, max_iter=400, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=400, random_state=1,
                       warm_start=True))])",0.697400524,0.706950525,2.5,400,cyclic,CYCLE1,,,,,,,16:57.0
"Lasso(alpha=2.5, max_iter=400, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=400, random_state=1,
                       selection='random', warm_start=True))])",0.697126805,0.706744226,2.5,400,random,CYCLE1,,,,,,,16:57.0
"Lasso(alpha=2.5, max_iter=450, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=450, random_state=1,
                       warm_start=True))])",0.697387676,0.707028257,2.5,450,cyclic,CYCLE1,,,,,,,16:57.1
"Lasso(alpha=2.5, max_iter=450, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=450, random_state=1,
                       selection='random', warm_start=True))])",0.697033521,0.70667573,2.5,450,random,CYCLE1,,,,,,,16:57.1
"Lasso(alpha=2.5, max_iter=500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=500, random_state=1,
                       warm_start=True))])",0.697371928,0.70708136,2.5,500,cyclic,CYCLE1,,,,,,,16:57.1
"Lasso(alpha=2.5, max_iter=500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=500, random_state=1,
                       selection='random', warm_start=True))])",0.697130199,0.706746682,2.5,500,random,CYCLE1,,,,,,,16:57.2
"Lasso(alpha=2.5, max_iter=550, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=550, random_state=1,
                       warm_start=True))])",0.697363979,0.707125913,2.5,550,cyclic,CYCLE1,,,,,,,16:57.2
"Lasso(alpha=2.5, max_iter=550, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=550, random_state=1,
                       selection='random', warm_start=True))])",0.697113174,0.706709342,2.5,550,random,CYCLE1,,,,,,,16:57.3
"Lasso(alpha=2.5, max_iter=600, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=2.5, max_iter=600, random_state=1,
                       warm_start=True))])",0.697366754,0.707170664,2.5,600,cyclic,CYCLE1,,,,,,,16:57.3
